tau,regular_loss,naughty_loss
0, 0.000000, 1.693265
32, 0.000000, 1.697654
64, 0.000000, 1.699791
96, 0.000000, 1.701412
128, 0.000000, 1.702981
160, 0.001342, 1.697515
192, 0.001237, 1.696601
224, 0.001289, 1.696237
256, 0.001256, 1.704680
288, 0.012120, 1.690849
320, 0.012755, 1.684752
352, 0.013040, 1.689216
384, 0.012944, 1.688286
416, 0.011946, 1.689666
448, 0.012428, 1.689276
480, 0.012891, 1.684758
512, 0.013010, 1.686632
544, 0.010644, 1.688674
576, 0.010738, 1.691158
608, 0.011320, 1.689911
640, 0.011195, 1.693365
672, 0.009718, 1.692052
704, 0.009660, 1.690955
736, 0.009881, 1.688679
768, 0.009623, 1.692540
800, 0.008696, 1.691741
832, 0.008561, 1.693837
864, 0.008546, 1.688166
896, 0.008412, 1.690602
928, 0.007627, 1.690005
960, 0.007536, 1.690097
992, 0.007328, 1.690166
1024, 0.007122, 1.697276
1056, 0.006874, 1.692395
1088, 0.006703, 1.694558
1120, 0.006868, 1.690615
1152, 0.006742, 1.690639
1184, 0.006284, 1.692256
1216, 0.006083, 1.695848
1248, 0.005867, 1.694945
1280, 0.006082, 1.697547
1312, 0.005678, 1.688910
1344, 0.005296, 1.693276
1376, 0.005192, 1.690329
1408, 0.005151, 1.693794
1440, 0.004692, 1.692786
1472, 0.004299, 1.690752
1504, 0.004020, 1.698741
1536, 0.004229, 1.692078
1568, 0.004098, 1.695072
1600, 0.003111, 1.697175
1632, 0.003357, 1.700162
1664, 0.002105, 1.695468
1696, 0.001648, 1.698824
1728, 0.001621, 1.694150
1760, 0.000120, 1.697327
1792, 0.000223, 1.697560
1824, 0.000068, 1.698255
1856, 0.000014, 1.700147
1888, 0.000020, 1.703178
1920, 0.000002, 1.697157
1952, 0.000011, 1.699988
1984, 0.000000, 1.693361
2016, 0.000001, 1.699325
2048, 0.000002, 1.701637
2080, 0.000000, 1.697718
2112, 0.000000, 1.701094
2144, 0.000000, 1.697086
2176, 0.000000, 1.695734
2208, 0.000000, 1.698406
2240, 0.000000, 1.699328
2272, 0.000000, 1.701092
2304, 0.000002, 1.698813
2336, 0.000000, 1.699158
2368, 0.000000, 1.703076
2400, 0.000000, 1.701589
2432, 0.000000, 1.698099
2464, 0.000000, 1.696633
2496, 0.000000, 1.703048
2528, 0.000000, 1.694120
2560, 0.000000, 1.699968
2592, 0.000000, 1.700954
2624, 0.000000, 1.699877
2656, 0.000000, 1.698737
2688, 0.000000, 1.703140
2720, 0.000000, 1.699055
2752, 0.000002, 1.699523
2784, 0.000000, 1.699590
2816, 0.000000, 1.693378
2848, 0.000000, 1.695399
2880, 0.000000, 1.694435
2912, 0.000000, 1.701317
2944, 0.000000, 1.693918
2976, 0.000000, 1.695491
3008, 0.000000, 1.695050
3040, 0.000000, 1.702992
3072, 0.000000, 1.695126
3104, 0.000000, 1.695884
3136, 0.000000, 1.697273
3168, 0.000000, 1.693141
3200, 0.000000, 1.700132
3232, 0.000000, 1.696309
3264, 0.000000, 1.694454
3296, 0.000000, 1.699989
3328, 0.000000, 1.698811
3360, 0.000000, 1.699876
3392, 0.000000, 1.701875
3424, 0.000000, 1.694136
3456, 0.000000, 1.695071
3488, 0.000000, 1.699067
3520, 0.000000, 1.692681
3552, 0.000000, 1.697223
3584, 0.000000, 1.699863
3616, 0.000000, 1.696936
3648, 0.000000, 1.697705
3680, 0.000000, 1.696372
3712, 0.000000, 1.691962
3744, 0.000000, 1.694593
3776, 0.000000, 1.696118
3808, 0.000000, 1.702412
3840, 0.000000, 1.693234
3872, 0.000000, 1.699869
3904, 0.000000, 1.700431
3936, 0.000000, 1.695079
3968, 0.000000, 1.696271
4000, 0.000000, 1.698412
4032, 0.000000, 1.701086
4064, 0.000000, 1.694078
4096, 0.000000, 1.693741
4128, 0.000000, 1.696431
4160, 0.000001, 1.696978
4192, 0.000000, 1.692240
4224, 0.000000, 1.694229
4256, 0.000000, 1.700396
4288, 0.000000, 1.697301
4320, 0.000000, 1.700249
4352, 0.000000, 1.702080
4384, 0.000000, 1.702203
4416, 0.000000, 1.700456
4448, 0.000000, 1.697786
4480, 0.000000, 1.697514
4512, 0.000000, 1.695002
4544, 0.000000, 1.698975
4576, 0.000000, 1.699273
4608, 0.000002, 1.698056
4640, 0.000000, 1.699718
4672, 0.000000, 1.697418
4704, 0.000000, 1.699291
4736, 0.000000, 1.702982
4768, 0.000000, 1.696139
4800, 0.000000, 1.694178
4832, 0.000000, 1.695661
4864, 0.000000, 1.696479
4896, 0.000001, 1.701025
4928, 0.000000, 1.703711
4960, 0.000000, 1.697180
4992, 0.000000, 1.696779
5024, 0.000000, 1.696379
5056, 0.000000, 1.696076
5088, 0.000000, 1.705242
5120, 0.000000, 1.696736
5152, 0.000000, 1.701165
5184, 0.000000, 1.698007
5216, 0.000000, 1.697761
5248, 0.000000, 1.702693
5280, 0.000000, 1.694118
5312, 0.000000, 1.697317
5344, 0.000001, 1.697572
5376, 0.000000, 1.700708
5408, 0.000000, 1.696525
5440, 0.000000, 1.697947
5472, 0.000001, 1.697374
5504, 0.000000, 1.696483
5536, 0.000000, 1.698432
5568, 0.000000, 1.701664
5600, 0.000000, 1.695929
5632, 0.000000, 1.698357
5664, 0.000000, 1.697078
5696, 0.000000, 1.695438
5728, 0.000000, 1.703092
5760, 0.000000, 1.701009
5792, 0.000000, 1.704666
5824, 0.000000, 1.699799
5856, 0.000000, 1.700202
5888, 0.000000, 1.695122
5920, 0.000000, 1.697998
5952, 0.000000, 1.698493
5984, 0.000000, 1.700448
6016, 0.000000, 1.699352
6048, 0.000000, 1.699348
6080, 0.000000, 1.701351
6112, 0.000000, 1.695999
6144, 0.000000, 1.694479
6176, 0.000000, 1.699229
6208, 0.000000, 1.696913
6240, 0.000000, 1.698019
6272, 0.000000, 1.701250
6304, 0.000000, 1.699001
6336, 0.000000, 1.696958
6368, 0.000000, 1.700777
6400, 0.000000, 1.698218
6432, 0.000000, 1.695771
6464, 0.000000, 1.700739
6496, 0.000000, 1.696374
6528, 0.000000, 1.695032
6560, 0.000002, 1.694843
6592, 0.000000, 1.699085
6624, 0.000000, 1.703402
6656, 0.000000, 1.699837
6688, 0.000000, 1.699156
6720, 0.000002, 1.697683
6752, 0.000000, 1.705115
6784, 0.000000, 1.705627
6816, 0.000000, 1.701672
6848, 0.000000, 1.697374
6880, 0.000000, 1.699500
6912, 0.000000, 1.694797
6944, 0.000000, 1.695658
6976, 0.000000, 1.693971
7008, 0.000000, 1.701318
7040, 0.000000, 1.698299
7072, 0.000000, 1.692415
7104, 0.000000, 1.692013
7136, 0.000000, 1.700779
7168, 0.000000, 1.696375
7200, 0.000001, 1.694601
7232, 0.000000, 1.699964
7264, 0.000000, 1.698139
7296, 0.000000, 1.698347
7328, 0.000000, 1.696262
7360, 0.000000, 1.698092
7392, 0.000000, 1.694904
7424, 0.000000, 1.697347
7456, 0.000000, 1.701096
7488, 0.000000, 1.700189
7520, 0.000000, 1.703681
7552, 0.000005, 1.697510
7584, 0.000000, 1.701179
7616, 0.000000, 1.702134
7648, 0.000000, 1.696397
7680, 0.000000, 1.696629
7712, 0.000000, 1.701457
7744, 0.000000, 1.692886
7776, 0.000000, 1.693830
7808, 0.000000, 1.696418
7840, 0.000000, 1.692171
7872, 0.000000, 1.691222
7904, 0.000000, 1.698407
7936, 0.000000, 1.693784
7968, 0.000000, 1.699302
8000, 0.000000, 1.700058
8032, 0.000000, 1.698590
8064, 0.000000, 1.699348
8096, 0.000000, 1.696225
8128, 0.000000, 1.694540
8160, 0.000000, 1.701230
8192, 0.000000, 1.698860
8224, 0.000000, 1.697613
8256, 0.000001, 1.696754
8288, 0.000000, 1.697303
8320, 0.000000, 1.700983
8352, 0.000000, 1.699993
8384, 0.000000, 1.699190
8416, 0.000000, 1.701689
8448, 0.000000, 1.700793
8480, 0.000000, 1.694628
8512, 0.000000, 1.700954
8544, 0.000000, 1.700360
8576, 0.000000, 1.697077
8608, 0.000000, 1.700600
8640, 0.000000, 1.706901
8672, 0.000000, 1.703827
8704, 0.000000, 1.697613
8736, 0.000000, 1.699981
8768, 0.000000, 1.695625
8800, 0.000000, 1.697829
8832, 0.000000, 1.698226
8864, 0.000000, 1.693805
8896, 0.000000, 1.701609
8928, 0.000000, 1.701842
8960, 0.000000, 1.698683
8992, 0.000000, 1.696062
9024, 0.000000, 1.697983
9056, 0.000000, 1.697222
9088, 0.000000, 1.694375
9120, 0.000000, 1.698394
9152, 0.000000, 1.696426
9184, 0.000000, 1.700013
9216, 0.000000, 1.699597
9248, 0.000000, 1.694835
9280, 0.000001, 1.694737
9312, 0.000000, 1.700481
9344, 0.000000, 1.699095
9376, 0.000000, 1.701995
9408, 0.000000, 1.694282
9440, 0.000000, 1.703170
9472, 0.000000, 1.698965
9504, 0.000000, 1.697473
9536, 0.000000, 1.700957
9568, 0.000000, 1.697287
9600, 0.000000, 1.699613
9632, 0.000000, 1.698306
9664, 0.000000, 1.699295
9696, 0.000000, 1.700626
9728, 0.000000, 1.695807
9760, 0.000000, 1.697484
9792, 0.000000, 1.699825
9824, 0.000000, 1.702671
9856, 0.000000, 1.697095
9888, 0.000000, 1.701878
9920, 0.000000, 1.698412
9952, 0.000000, 1.699262
9984, 0.000000, 1.698635
10016, 0.000000, 1.698436
10048, 0.000000, 1.697275
10080, 0.000002, 1.699145
10112, 0.000000, 1.699275
10144, 0.000000, 1.698802
10176, 0.000000, 1.701720
10208, 0.000000, 1.694441
10240, 0.000000, 1.697446
10272, 0.000000, 1.698654
10304, 0.000000, 1.695147
10336, 0.000000, 1.699139
10368, 0.000000, 1.698890
10400, 0.000000, 1.694031
10432, 0.000000, 1.695254
10464, 0.000000, 1.696789
10496, 0.000000, 1.703310
10528, 0.000000, 1.699867
10560, 0.000000, 1.696233
10592, 0.000000, 1.698478
10624, 0.000000, 1.695279
10656, 0.000000, 1.696780
10688, 0.000000, 1.700706
10720, 0.000000, 1.696553
10752, 0.000000, 1.697622
10784, 0.000000, 1.697315
10816, 0.000000, 1.697131
10848, 0.000000, 1.702515
10880, 0.000000, 1.697951
10912, 0.000001, 1.700359
10944, 0.000000, 1.695084
10976, 0.000000, 1.696381
11008, 0.000001, 1.695377
11040, 0.000000, 1.697242
11072, 0.000000, 1.695952
11104, 0.000000, 1.696381
11136, 0.000000, 1.694307
11168, 0.000000, 1.700762
11200, 0.000000, 1.699087
11232, 0.000000, 1.699406
11264, 0.000000, 1.694971
11296, 0.000001, 1.700436
11328, 0.000000, 1.697263
11360, 0.000000, 1.699400
11392, 0.000000, 1.703092
11424, 0.000000, 1.695964
11456, 0.000000, 1.699584
11488, 0.000000, 1.700145
11520, 0.000000, 1.697491
11552, 0.000000, 1.695833
11584, 0.000000, 1.701947
11616, 0.000000, 1.696403
11648, 0.000000, 1.696554
11680, 0.000000, 1.697789
11712, 0.000000, 1.696658
11744, 0.000000, 1.698318
11776, 0.000000, 1.695970
11808, 0.000000, 1.697495
11840, 0.000000, 1.700224
11872, 0.000000, 1.694057
11904, 0.000000, 1.699027
11936, 0.000000, 1.695029
11968, 0.000000, 1.700199
12000, 0.000000, 1.698745
12032, 0.000000, 1.702784
12064, 0.000000, 1.702423
12096, 0.000000, 1.699958
12128, 0.000000, 1.699363
12160, 0.000000, 1.694786
12192, 0.000000, 1.692113
12224, 0.000000, 1.694304
12256, 0.000000, 1.694294
12288, 0.000000, 1.701536
12320, 0.000000, 1.697583
12352, 0.000000, 1.696329
12384, 0.000000, 1.700157
12416, 0.000000, 1.699523
12448, 0.000000, 1.697303
12480, 0.000000, 1.698843
12512, 0.000000, 1.691312
12544, 0.000000, 1.696747
12576, 0.000000, 1.695859
12608, 0.000000, 1.696550
12640, 0.000000, 1.698471
12672, 0.000000, 1.699701
12704, 0.000000, 1.695432
12736, 0.000000, 1.700567
12768, 0.000000, 1.701083
12800, 0.000000, 1.698714
12832, 0.000000, 1.693323
12864, 0.000000, 1.697678
12896, 0.000000, 1.694596
12928, 0.000000, 1.697464
12960, 0.000000, 1.699010
12992, 0.000000, 1.696652
13024, 0.000000, 1.697058
13056, 0.000000, 1.695097
13088, 0.000000, 1.701299
13120, 0.000000, 1.696966
13152, 0.000000, 1.695973
13184, 0.000000, 1.700191
13216, 0.000000, 1.696615
13248, 0.000000, 1.699996
13280, 0.000000, 1.696747
13312, 0.000000, 1.697425
13344, 0.000000, 1.700757
13376, 0.000000, 1.701049
13408, 0.000000, 1.699392
13440, 0.000000, 1.702574
13472, 0.000000, 1.703236
13504, 0.000000, 1.699271
13536, 0.000000, 1.698253
13568, 0.000000, 1.703649
13600, 0.000000, 1.697141
13632, 0.000000, 1.699411
13664, 0.000000, 1.700200
13696, 0.000000, 1.700311
13728, 0.000000, 1.697276
13760, 0.000000, 1.697041
13792, 0.000000, 1.700377
13824, 0.000000, 1.698228
13856, 0.000000, 1.692281
13888, 0.000000, 1.700575
13920, 0.000000, 1.699896
13952, 0.000000, 1.697207
13984, 0.000000, 1.694873
14016, 0.000000, 1.699579
14048, 0.000000, 1.702582
14080, 0.000000, 1.700012
14112, 0.000000, 1.701757
14144, 0.000000, 1.698671
14176, 0.000000, 1.700157
14208, 0.000000, 1.697491
14240, 0.000000, 1.699635
14272, 0.000000, 1.699735
14304, 0.000000, 1.695892
14336, 0.000000, 1.699774
14368, 0.000001, 1.694726
14400, 0.000000, 1.700562
14432, 0.000000, 1.696340
14464, 0.000000, 1.699068
14496, 0.000000, 1.699531
14528, 0.000000, 1.700131
14560, 0.000000, 1.698706
14592, 0.000000, 1.700132
14624, 0.000000, 1.697297
14656, 0.000000, 1.705903
14688, 0.000000, 1.700711
14720, 0.000000, 1.696342
14752, 0.000000, 1.697815
14784, 0.000000, 1.699094
14816, 0.000000, 1.696590
14848, 0.000000, 1.701300
14880, 0.000000, 1.696015
14912, 0.000000, 1.697174
14944, 0.000000, 1.697707
14976, 0.000000, 1.699546
15008, 0.000000, 1.700012
15040, 0.000000, 1.694791
15072, 0.000000, 1.701117
15104, 0.000000, 1.703142
15136, 0.000000, 1.696040
15168, 0.000000, 1.697882
15200, 0.000000, 1.696667
15232, 0.000000, 1.698956
15264, 0.000000, 1.699375
15296, 0.000000, 1.695980
15328, 0.000000, 1.698383
15360, 0.000000, 1.701645
15392, 0.000000, 1.699068
15424, 0.000000, 1.700061
15456, 0.000000, 1.693925
15488, 0.000000, 1.697454
15520, 0.000000, 1.694895
15552, 0.000000, 1.702066
15584, 0.000000, 1.695974
15616, 0.000000, 1.696374
15648, 0.000000, 1.692396
15680, 0.000000, 1.704251
15712, 0.000000, 1.700821
15744, 0.000000, 1.695402
15776, 0.000000, 1.692755
15808, 0.000000, 1.699504
15840, 0.000000, 1.698607
15872, 0.000000, 1.697343
15904, 0.000000, 1.694435
15936, 0.000000, 1.696712
15968, 0.000000, 1.699732
16000, 0.000000, 1.700565
16032, 0.000000, 1.698681
16064, 0.000000, 1.698254
16096, 0.000000, 1.699827
16128, 0.000000, 1.698489
16160, 0.000001, 1.702206
16192, 0.000000, 1.698512
16224, 0.000000, 1.701803
16256, 0.000000, 1.695690
16288, 0.000000, 1.697057
16320, 0.000000, 1.700477
16352, 0.000001, 1.697096
16384, 0.000000, 1.700256
16416, 0.000000, 1.699020
16448, 0.000000, 1.698489
16480, 0.000000, 1.701623
16512, 0.000000, 1.696574
16544, 0.000000, 1.699743
16576, 0.000000, 1.706118
16608, 0.000000, 1.698601
16640, 0.000000, 1.700112
16672, 0.000000, 1.698690
16704, 0.000000, 1.700799
16736, 0.000000, 1.700305
16768, 0.000000, 1.696413
16800, 0.000000, 1.694433
16832, 0.000000, 1.700595
16864, 0.000000, 1.696786
16896, 0.000000, 1.698550
16928, 0.000000, 1.698047
16960, 0.000000, 1.700637
16992, 0.000000, 1.699684
17024, 0.000000, 1.697224
17056, 0.000000, 1.700805
17088, 0.000000, 1.697757
17120, 0.000000, 1.696657
17152, 0.000000, 1.696149
17184, 0.000000, 1.703634
17216, 0.000000, 1.698182
17248, 0.000000, 1.700766
17280, 0.000000, 1.697896
17312, 0.000000, 1.699101
17344, 0.000000, 1.697296
17376, 0.000000, 1.703155
17408, 0.000000, 1.697051
17440, 0.000000, 1.698210
17472, 0.000000, 1.696101
17504, 0.000000, 1.697115
17536, 0.000000, 1.695996
17568, 0.000000, 1.696932
17600, 0.000000, 1.698618
17632, 0.000000, 1.694881
17664, 0.000000, 1.698565
17696, 0.000000, 1.695642
17728, 0.000000, 1.698497
17760, 0.000000, 1.699496
17792, 0.000000, 1.697220
17824, 0.000000, 1.699718
17856, 0.000000, 1.700908
17888, 0.000000, 1.699493
17920, 0.000000, 1.699525
17952, 0.000001, 1.698946
17984, 0.000000, 1.700686
18016, 0.000000, 1.699350
18048, 0.000000, 1.703904
18080, 0.000000, 1.698036
18112, 0.000000, 1.697012
18144, 0.000000, 1.700198
18176, 0.000000, 1.698267
18208, 0.000000, 1.699070
18240, 0.000000, 1.699272
18272, 0.000000, 1.699133
18304, 0.000000, 1.697863
18336, 0.000000, 1.696563
18368, 0.000000, 1.695158
18400, 0.000000, 1.695600
18432, 0.000000, 1.696633
18464, 0.000000, 1.698374
18496, 0.000000, 1.703002
18528, 0.000000, 1.699430
18560, 0.000000, 1.698471
18592, 0.000000, 1.699472
18624, 0.000000, 1.701144
18656, 0.000000, 1.696108
18688, 0.000000, 1.699334
18720, 0.000000, 1.696292
18752, 0.000000, 1.698181
18784, 0.000000, 1.698935
18816, 0.000000, 1.698328
18848, 0.000000, 1.696874
18880, 0.000000, 1.695675
18912, 0.000000, 1.700760
18944, 0.000000, 1.699120
18976, 0.000002, 1.696295
19008, 0.000000, 1.696842
19040, 0.000000, 1.699839
19072, 0.000000, 1.699126
19104, 0.000000, 1.699028
19136, 0.000000, 1.696919
19168, 0.000000, 1.699647
19200, 0.000000, 1.704286
19232, 0.000000, 1.700914
19264, 0.000000, 1.694527
19296, 0.000000, 1.699124
19328, 0.000000, 1.694630
19360, 0.000000, 1.695168
19392, 0.000000, 1.695106
19424, 0.000000, 1.694800
19456, 0.000000, 1.698074
19488, 0.000000, 1.698510
19520, 0.000000, 1.693315
19552, 0.000000, 1.693494
19584, 0.000000, 1.700271
19616, 0.000000, 1.693002
19648, 0.000000, 1.699765
19680, 0.000000, 1.698666
19712, 0.000000, 1.700265
19744, 0.000000, 1.701109
19776, 0.000000, 1.699188
19808, 0.000000, 1.701538
19840, 0.000000, 1.692626
19872, 0.000000, 1.702443
19904, 0.000000, 1.700645
19936, 0.000000, 1.699155
19968, 0.000000, 1.701657
20000, 0.000000, 1.696526
20032, 0.000000, 1.700573
20064, 0.000000, 1.696416
20096, 0.000000, 1.700962
20128, 0.000000, 1.697793
20160, 0.000000, 1.694593
20192, 0.000000, 1.698008
20224, 0.000000, 1.696488
20256, 0.000000, 1.694522
20288, 0.000000, 1.694481
20320, 0.000000, 1.701198
20352, 0.000000, 1.702004
20384, 0.000000, 1.698534
20416, 0.000000, 1.699152
20448, 0.000000, 1.695160
20480, 0.000000, 1.698585
20512, 0.000000, 1.695784
20544, 0.000000, 1.694499
20576, 0.000000, 1.700372
20608, 0.000000, 1.692109
20640, 0.000000, 1.700433
20672, 0.000000, 1.698023
20704, 0.000000, 1.697833
20736, 0.000000, 1.698552
20768, 0.000000, 1.697055
20800, 0.000000, 1.695724
20832, 0.000000, 1.698978
20864, 0.000000, 1.700270
20896, 0.000000, 1.696353
20928, 0.000000, 1.697371
20960, 0.000000, 1.695495
20992, 0.000000, 1.696601
21024, 0.000000, 1.699264
21056, 0.000000, 1.701359
21088, 0.000000, 1.697568
21120, 0.000000, 1.701451
21152, 0.000000, 1.696939
21184, 0.000000, 1.693843
21216, 0.000000, 1.696227
21248, 0.000000, 1.700292
21280, 0.000001, 1.697127
21312, 0.000000, 1.696923
21344, 0.000000, 1.696441
21376, 0.000000, 1.697824
21408, 0.000000, 1.696617
21440, 0.000000, 1.701187
21472, 0.000000, 1.698707
21504, 0.000000, 1.699331
21536, 0.000000, 1.696869
21568, 0.000000, 1.695400
21600, 0.000000, 1.696112
21632, 0.000000, 1.695942
21664, 0.000000, 1.697266
21696, 0.000000, 1.695874
21728, 0.000000, 1.695699
21760, 0.000000, 1.696190
21792, 0.000000, 1.700777
21824, 0.000000, 1.703927
21856, 0.000000, 1.703016
21888, 0.000000, 1.699552
21920, 0.000000, 1.701835
21952, 0.000000, 1.695398
21984, 0.000000, 1.696674
22016, 0.000000, 1.698550
22048, 0.000000, 1.701201
22080, 0.000000, 1.696489
22112, 0.000000, 1.694258
22144, 0.000000, 1.698644
22176, 0.000000, 1.698740
22208, 0.000000, 1.696578
22240, 0.000000, 1.700571
22272, 0.000000, 1.699656
22304, 0.000000, 1.692574
22336, 0.000000, 1.696890
22368, 0.000000, 1.697364
22400, 0.000000, 1.694654
22432, 0.000000, 1.697317
22464, 0.000000, 1.692446
22496, 0.000000, 1.701499
22528, 0.000000, 1.696880
22560, 0.000000, 1.696293
22592, 0.000000, 1.695841
22624, 0.000002, 1.700044
22656, 0.000000, 1.700177
22688, 0.000000, 1.699238
22720, 0.000000, 1.698291
22752, 0.000000, 1.698974
22784, 0.000000, 1.693677
22816, 0.000000, 1.696669
22848, 0.000000, 1.703031
22880, 0.000000, 1.700965
22912, 0.000000, 1.694426
22944, 0.000000, 1.692274
22976, 0.000000, 1.695770
23008, 0.000000, 1.698506
23040, 0.000000, 1.699685
23072, 0.000000, 1.698269
23104, 0.000000, 1.700753
23136, 0.000000, 1.698233
23168, 0.000000, 1.697678
23200, 0.000000, 1.692309
23232, 0.000000, 1.692656
23264, 0.000001, 1.696994
23296, 0.000000, 1.696131
23328, 0.000000, 1.694754
23360, 0.000000, 1.699108
23392, 0.000000, 1.696694
23424, 0.000000, 1.695277
23456, 0.000000, 1.694946
23488, 0.000000, 1.695675
23520, 0.000000, 1.699773
23552, 0.000000, 1.699896
23584, 0.000000, 1.699493
23616, 0.000000, 1.697111
23648, 0.000000, 1.696700
23680, 0.000000, 1.695128
23712, 0.000000, 1.695960
23744, 0.000000, 1.697390
23776, 0.000000, 1.700874
23808, 0.000000, 1.705646
23840, 0.000000, 1.698145
23872, 0.000000, 1.700198
23904, 0.000000, 1.702633
23936, 0.000000, 1.697058
23968, 0.000000, 1.699151
24000, 0.000000, 1.694510
24032, 0.000001, 1.698232
24064, 0.000000, 1.693180
24096, 0.000000, 1.697589
24128, 0.000000, 1.698573
24160, 0.000000, 1.696955
24192, 0.000000, 1.699111
24224, 0.000000, 1.698320
24256, 0.000000, 1.700582
24288, 0.000000, 1.698488
24320, 0.000000, 1.699049
24352, 0.000000, 1.699472
24384, 0.000000, 1.699909
