tau,compliant_loss_pure,noncompliant_loss_pure,compliant_loss_all,noncompliant_loss_all
32768, 0.207655, 3.088336, 0.207668, 3.406604
34816, 0.198586, 3.121265, 0.198586, 3.438103
36864, 0.187624, 3.104492, 0.187637, 3.422959
38912, 0.178597, 3.119193, 0.178610, 3.436149
40960, 0.169535, 3.102222, 0.169557, 3.419990
43008, 0.164419, 3.127932, 0.164436, 3.445885
45056, 0.157765, 3.119605, 0.157771, 3.434361
47104, 0.152210, 3.133674, 0.152225, 3.453669
49152, 0.145276, 3.125321, 0.145293, 3.439055
51200, 0.138688, 3.121257, 0.138711, 3.438409
0, 1.837814, 1.788164, 1.837833, 2.141310
2048, 1.442850, 2.123963, 1.442887, 2.486200
4096, 1.061242, 2.402720, 1.061262, 2.760037
6144, 0.831755, 2.607370, 0.831789, 2.960877
8192, 0.678603, 2.731901, 0.678623, 3.089926
10240, 0.564359, 2.791369, 0.564385, 3.144520
12288, 0.484225, 2.832190, 0.484235, 3.189784
14336, 0.431350, 2.892911, 0.431381, 3.247265
16384, 0.382207, 2.911481, 0.382234, 3.264549
18432, 0.351565, 2.966934, 0.351591, 3.324560
20480, 0.322832, 2.987113, 0.322848, 3.342526
22528, 0.293848, 2.995291, 0.293872, 3.351665
24576, 0.272566, 3.016358, 0.272572, 3.370683
26624, 0.255387, 3.041416, 0.255389, 3.392904
28672, 0.235777, 3.020929, 0.235811, 3.375287
30720, 0.224363, 3.062893, 0.224386, 3.418400
32768, 0.215171, 3.088259, 0.215210, 3.439742
34816, 0.202904, 3.078573, 0.202915, 3.432204
36864, 0.196313, 3.100064, 0.196345, 3.454122
38912, 0.183885, 3.108517, 0.183945, 3.462031
40960, 0.179079, 3.096258, 0.179095, 3.448814
43008, 0.169105, 3.095349, 0.169159, 3.446978
45056, 0.165767, 3.132779, 0.165781, 3.488270
47104, 0.157222, 3.117275, 0.157263, 3.469353
49152, 0.148355, 3.100254, 0.148398, 3.447561
51200, 0.142448, 3.117086, 0.142480, 3.473316
0, 1.850229, 1.799295, 1.850261, 2.201930
2048, 1.457936, 2.097775, 1.457973, 2.504153
4096, 1.086749, 2.375744, 1.086766, 2.773699
6144, 0.852874, 2.570298, 0.852914, 2.972158
8192, 0.692129, 2.676704, 0.692182, 3.068887
10240, 0.588693, 2.780313, 0.588735, 3.181375
12288, 0.507324, 2.828606, 0.507418, 3.228603
14336, 0.449425, 2.880745, 0.449443, 3.276087
16384, 0.400897, 2.911572, 0.400925, 3.307209
18432, 0.364378, 2.948798, 0.364409, 3.351778
20480, 0.329261, 2.965769, 0.329350, 3.362271
22528, 0.304426, 2.972799, 0.304457, 3.367210
24576, 0.282242, 3.004588, 0.282268, 3.409899
26624, 0.264892, 3.027673, 0.264939, 3.427282
28672, 0.249821, 3.057879, 0.249858, 3.462387
30720, 0.232652, 3.032986, 0.232692, 3.430633
32768, 0.220380, 3.043448, 0.220416, 3.444079
34816, 0.210932, 3.045946, 0.210997, 3.436579
36864, 0.199694, 3.066725, 0.199749, 3.464577
38912, 0.187377, 3.066306, 0.187409, 3.464080
40960, 0.184299, 3.083835, 0.184315, 3.479080
43008, 0.173985, 3.077131, 0.174034, 3.471904
45056, 0.163805, 3.081838, 0.163834, 3.474754
47104, 0.163449, 3.114658, 0.163461, 3.510206
49152, 0.157911, 3.110561, 0.157986, 3.506163
51200, 0.146860, 3.095532, 0.146875, 3.491754
