tau,noncompliant_mean,noncompliant_tenant_number,state_r,noncompliant_state_r,upper_queue_buffer,link_queue_buffer,ratio,compliant_loss_pure,noncompliant_loss_pure,compliant_loss_all,noncompliant_loss_all
8192, 155, 50, 0.500000, 0.500000, 10, 100, 1.010000, 0.063034, 0.577840, 0.064357, 1.865628
10240, 155, 50, 0.500000, 0.500000, 10, 100, 1.010000, 0.052093, 0.599706, 0.053269, 1.888322
12288, 155, 50, 0.500000, 0.500000, 10, 100, 1.010000, 0.044454, 0.604368, 0.045644, 1.893456
14336, 155, 50, 0.500000, 0.500000, 10, 100, 1.010000, 0.039342, 0.615990, 0.040559, 1.901834
16384, 155, 50, 0.500000, 0.500000, 10, 100, 1.010000, 0.036246, 0.621985, 0.037397, 1.907318
18432, 155, 50, 0.500000, 0.500000, 10, 100, 1.010000, 0.031372, 0.608781, 0.032641, 1.889933
20480, 155, 50, 0.500000, 0.500000, 10, 100, 1.010000, 0.028986, 0.611953, 0.030182, 1.894594
22528, 155, 50, 0.500000, 0.500000, 10, 100, 1.010000, 0.026088, 0.615395, 0.027399, 1.901304
24576, 155, 50, 0.500000, 0.500000, 10, 100, 1.010000, 0.025210, 0.626237, 0.026423, 1.913454
26624, 155, 50, 0.500000, 0.500000, 10, 100, 1.010000, 0.023129, 0.621412, 0.024310, 1.909396
28672, 155, 50, 0.500000, 0.500000, 10, 100, 1.010000, 0.022316, 0.631608, 0.023553, 1.917040
30720, 155, 50, 0.500000, 0.500000, 10, 100, 1.010000, 0.021129, 0.627628, 0.022289, 1.913345
32768, 155, 50, 0.500000, 0.500000, 10, 100, 1.010000, 0.019937, 0.632538, 0.021186, 1.920352
34816, 155, 50, 0.500000, 0.500000, 10, 100, 1.010000, 0.018532, 0.613296, 0.019712, 1.894764
36864, 155, 50, 0.500000, 0.500000, 10, 100, 1.010000, 0.017331, 0.614661, 0.018561, 1.900443
38912, 155, 50, 0.500000, 0.500000, 10, 100, 1.010000, 0.017202, 0.616475, 0.018538, 1.903039
40960, 155, 50, 0.500000, 0.500000, 10, 100, 1.010000, 0.016389, 0.631065, 0.017579, 1.917651
43008, 155, 50, 0.500000, 0.500000, 10, 100, 1.010000, 0.016235, 0.629084, 0.017352, 1.916937
45056, 155, 50, 0.500000, 0.500000, 10, 100, 1.010000, 0.015993, 0.622923, 0.017275, 1.910616
47104, 155, 50, 0.500000, 0.500000, 10, 100, 1.010000, 0.014542, 0.614227, 0.015722, 1.895879
49152, 155, 50, 0.500000, 0.500000, 10, 100, 1.010000, 0.015118, 0.635623, 0.016375, 1.924083
51200, 155, 50, 0.500000, 0.500000, 10, 100, 1.010000, 0.014677, 0.630730, 0.015914, 1.924511
