tau,noncompliant_mean,noncompliant_tenant_number,state_r,noncompliant_state_r,upper_queue_buffer,link_queue_buffer,ratio,average_loss_pure,average_loss_all
47616, 155, 50, 0.500000, 0.500000, 10, 100, 1.003000, 0.823284, 1.460561
48128, 155, 50, 0.500000, 0.500000, 10, 100, 1.003000, 0.823375, 1.463233
48640, 155, 50, 0.500000, 0.500000, 10, 100, 1.003000, 0.825412, 1.462688
49152, 155, 50, 0.500000, 0.500000, 10, 100, 1.003000, 0.822316, 1.460265
49664, 155, 50, 0.500000, 0.500000, 10, 100, 1.003000, 0.820541, 1.454247
50176, 155, 50, 0.500000, 0.500000, 10, 100, 1.003000, 0.823420, 1.459386
50688, 155, 50, 0.500000, 0.500000, 10, 100, 1.003000, 0.824115, 1.462574
51200, 155, 50, 0.500000, 0.500000, 10, 100, 1.003000, 0.822726, 1.461714
0, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.822257, 1.464293
512, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.809724, 1.451710
1024, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.802476, 1.442701
1536, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.790730, 1.429895
2048, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.783015, 1.423042
2560, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.778787, 1.417300
3072, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.777241, 1.420674
3584, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.766845, 1.406843
4096, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.765271, 1.407023
4608, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.757011, 1.394784
5120, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.761906, 1.401227
5632, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.758950, 1.397997
6144, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.753817, 1.391554
6656, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.754202, 1.394562
7168, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.751476, 1.389299
7680, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.752919, 1.391809
8192, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.751957, 1.389780
8704, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.752883, 1.388866
9216, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.748086, 1.389177
9728, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.750218, 1.387822
10240, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.745778, 1.385292
10752, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.755459, 1.394009
11264, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.753190, 1.391785
11776, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.748715, 1.390488
12288, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.755672, 1.394334
12800, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.749218, 1.387764
13312, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.751696, 1.390555
13824, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.743687, 1.381560
14336, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.751401, 1.390328
14848, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.743023, 1.379804
15360, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.747042, 1.385666
15872, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.747051, 1.385675
16384, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.752248, 1.392037
16896, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.741110, 1.381518
17408, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.747198, 1.383818
17920, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.749163, 1.390060
18432, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.744957, 1.382764
18944, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.741823, 1.379387
19456, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.753636, 1.393434
19968, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.741385, 1.380556
20480, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.737644, 1.377037
20992, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.755593, 1.394539
21504, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.748894, 1.387103
22016, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.741440, 1.381256
22528, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.737935, 1.376999
23040, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.750734, 1.390697
23552, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.747776, 1.386934
24064, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.744342, 1.380484
24576, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.747533, 1.387079
25088, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.741768, 1.380569
25600, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.745761, 1.386452
26112, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.742580, 1.383175
26624, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.750158, 1.388447
27136, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.744229, 1.384055
27648, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.738831, 1.376457
28160, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.745686, 1.386298
28672, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.740826, 1.379021
29184, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.747427, 1.388712
29696, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.732791, 1.373227
30208, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.738447, 1.378299
30720, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.743317, 1.383297
31232, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.747885, 1.388807
31744, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.740317, 1.379390
32256, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.748207, 1.385515
32768, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.750020, 1.388488
33280, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.740198, 1.377252
33792, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.748286, 1.386225
34304, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.742511, 1.379684
34816, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.736689, 1.374673
35328, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.741389, 1.380272
35840, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.750438, 1.386459
36352, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.745337, 1.383933
36864, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.745350, 1.383312
37376, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.747740, 1.386034
37888, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.742326, 1.383216
38400, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.743515, 1.380232
38912, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.750265, 1.387481
39424, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.745715, 1.384042
39936, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.738292, 1.374133
40448, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.747613, 1.385262
40960, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.738844, 1.374418
41472, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.739493, 1.378699
41984, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.746984, 1.387320
42496, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.737529, 1.378163
43008, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.744770, 1.383394
43520, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.745419, 1.383656
44032, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.726367, 1.362791
44544, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.740591, 1.379082
45056, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.746850, 1.384115
45568, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.745897, 1.382902
46080, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.739992, 1.378966
46592, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.739807, 1.378192
47104, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.741277, 1.377607
47616, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.739004, 1.377603
48128, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.753932, 1.394145
48640, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.749605, 1.387122
49152, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.737312, 1.376494
49664, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.738699, 1.376065
50176, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.741587, 1.382196
50688, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.742178, 1.380491
51200, 155, 50, 0.500000, 0.500000, 10, 100, 1.004000, 0.751389, 1.388624
0, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.737305, 1.378637
512, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.723003, 1.363883
1024, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.711796, 1.353596
1536, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.708257, 1.352520
2048, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.709792, 1.350419
2560, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.693051, 1.335414
3072, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.685739, 1.328954
3584, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.685597, 1.328365
4096, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.681452, 1.322118
4608, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.683413, 1.325500
5120, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.675103, 1.314530
5632, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.675896, 1.314787
6144, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.674473, 1.313512
6656, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.675438, 1.315926
7168, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.676687, 1.322107
7680, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.682101, 1.320385
8192, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.681933, 1.320353
8704, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.673224, 1.311970
9216, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.679077, 1.320729
9728, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.675542, 1.313902
10240, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.671223, 1.312064
10752, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.670299, 1.310570
11264, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.671422, 1.311605
11776, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.675826, 1.316121
12288, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.660717, 1.297203
12800, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.667172, 1.308373
13312, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.672493, 1.311517
13824, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.669446, 1.307187
14336, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.671928, 1.310852
14848, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.675282, 1.315949
15360, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.662487, 1.299092
15872, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.665117, 1.303725
16384, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.667190, 1.307368
16896, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.679445, 1.319108
17408, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.666350, 1.307298
17920, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.669358, 1.310135
18432, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.671195, 1.312743
18944, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.670258, 1.310025
19456, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.671743, 1.313654
19968, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.671045, 1.308196
20480, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.668500, 1.307654
20992, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.668563, 1.308044
21504, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.671104, 1.309816
22016, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.663566, 1.302629
22528, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.667676, 1.306395
23040, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.671769, 1.310425
23552, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.666154, 1.305930
24064, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.662177, 1.301042
24576, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.665622, 1.306035
25088, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.669768, 1.309878
25600, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.665732, 1.303639
26112, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.668769, 1.308406
26624, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.659093, 1.296593
27136, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.668820, 1.309772
27648, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.661619, 1.299496
28160, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.666740, 1.305123
28672, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.662479, 1.302566
29184, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.661606, 1.300818
29696, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.669139, 1.311062
30208, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.662028, 1.304516
30720, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.670430, 1.310266
31232, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.653418, 1.292224
31744, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.669635, 1.313621
32256, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.661208, 1.299453
32768, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.657786, 1.297637
33280, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.663040, 1.300686
33792, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.667477, 1.305919
34304, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.665991, 1.306913
34816, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.664731, 1.303933
35328, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.661235, 1.298091
35840, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.660042, 1.300001
36352, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.659522, 1.299957
36864, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.662373, 1.302288
37376, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.667894, 1.310038
37888, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.662702, 1.301514
38400, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.659048, 1.299594
38912, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.668208, 1.311195
39424, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.665175, 1.309222
39936, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.661993, 1.300111
40448, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.668845, 1.307504
40960, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.662375, 1.300814
41472, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.664627, 1.303474
41984, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.663870, 1.306136
42496, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.660235, 1.299281
43008, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.668185, 1.307683
43520, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.663812, 1.303905
44032, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.665334, 1.303042
44544, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.663658, 1.303375
45056, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.663696, 1.305927
45568, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.664797, 1.302532
46080, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.660979, 1.300935
46592, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.660449, 1.298398
47104, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.656296, 1.293150
47616, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.666732, 1.308479
48128, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.660876, 1.302509
48640, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.659923, 1.297201
49152, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.663164, 1.302143
49664, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.659994, 1.301470
50176, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.661812, 1.298447
50688, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.671683, 1.311421
51200, 155, 50, 0.500000, 0.500000, 10, 100, 1.005000, 0.661114, 1.302077
0, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.650468, 1.293179
512, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.643243, 1.286162
1024, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.634941, 1.278129
1536, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.621963, 1.267862
2048, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.612036, 1.252454
2560, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.610868, 1.258270
3072, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.617129, 1.260772
3584, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.609976, 1.250240
4096, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.614159, 1.254264
4608, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.605755, 1.245492
5120, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.598557, 1.242050
5632, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.605426, 1.246050
6144, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.597706, 1.236885
6656, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.599439, 1.238218
7168, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.591335, 1.231804
7680, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.596287, 1.237179
8192, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.595889, 1.236955
8704, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.591954, 1.232706
9216, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.600220, 1.240199
9728, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.583037, 1.222308
10240, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.591556, 1.233426
10752, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.593942, 1.237474
11264, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.595215, 1.236063
11776, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.589200, 1.228639
12288, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.595444, 1.235132
12800, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.604941, 1.247223
13312, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.592355, 1.235278
13824, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.592282, 1.232631
14336, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.594218, 1.233572
14848, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.590309, 1.231980
15360, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.593306, 1.232878
15872, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.588119, 1.227938
16384, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.589066, 1.230107
16896, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.583603, 1.223132
17408, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.586278, 1.227690
17920, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.591983, 1.230682
18432, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.593533, 1.232895
18944, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.591571, 1.230415
19456, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.584742, 1.224824
19968, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.590511, 1.230058
20480, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.592740, 1.235445
20992, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.587550, 1.226473
21504, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.593466, 1.233834
22016, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.585641, 1.224801
22528, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.585105, 1.223999
23040, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.596937, 1.238780
23552, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.595524, 1.236182
24064, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.590399, 1.230692
24576, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.595614, 1.236630
25088, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.592803, 1.234100
25600, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.590596, 1.231909
26112, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.597624, 1.238067
26624, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.594084, 1.237505
27136, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.584532, 1.223357
27648, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.583724, 1.222828
28160, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.580699, 1.220869
28672, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.591232, 1.228948
29184, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.587224, 1.225055
29696, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.590890, 1.232085
30208, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.585061, 1.224819
30720, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.588856, 1.230095
31232, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.575328, 1.215382
31744, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.588405, 1.230414
32256, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.589971, 1.227381
32768, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.592091, 1.232489
33280, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.583200, 1.224382
33792, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.585487, 1.225654
34304, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.588688, 1.229973
34816, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.590869, 1.232953
35328, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.588610, 1.228847
35840, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.590066, 1.230865
36352, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.583916, 1.225349
36864, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.593362, 1.231105
37376, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.591920, 1.232182
37888, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.588868, 1.231145
38400, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.589164, 1.228797
38912, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.590548, 1.232600
39424, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.587937, 1.227849
39936, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.576733, 1.215841
40448, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.593641, 1.235021
40960, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.582773, 1.224560
41472, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.592899, 1.233207
41984, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.579798, 1.222704
42496, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.586163, 1.224913
43008, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.592194, 1.231884
43520, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.587645, 1.229210
44032, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.589815, 1.230123
44544, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.588566, 1.226780
45056, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.587173, 1.226798
45568, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.598306, 1.238081
46080, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.586706, 1.225997
46592, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.592790, 1.233417
47104, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.586655, 1.227261
47616, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.587256, 1.227608
48128, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.587133, 1.227178
48640, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.588395, 1.226570
49152, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.588997, 1.230174
49664, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.586756, 1.227277
50176, 155, 50, 0.500000, 0.500000, 10, 100, 1.006000, 0.585128, 1.224699
