tau,noncompliant_mean,noncompliant_tenant_number,state_r,noncompliant_state_r,upper_queue_buffer,link_queue_buffer,average_loss_pure,average_loss_all
20480, 155, 50, 0.500000, 0.500000, 10, 100, 1.086955, 1.722625
20736, 155, 50, 0.500000, 0.500000, 10, 100, 1.086229, 1.719175
20992, 155, 50, 0.500000, 0.500000, 10, 100, 1.093358, 1.728767
21248, 155, 50, 0.500000, 0.500000, 10, 100, 1.081663, 1.717396
21504, 155, 50, 0.500000, 0.500000, 10, 100, 1.072777, 1.705106
21760, 155, 50, 0.500000, 0.500000, 10, 100, 1.087807, 1.723416
22016, 155, 50, 0.500000, 0.500000, 10, 100, 1.081698, 1.716921
22272, 155, 50, 0.500000, 0.500000, 10, 100, 1.084859, 1.721111
22528, 155, 50, 0.500000, 0.500000, 10, 100, 1.078901, 1.712731
22784, 155, 50, 0.500000, 0.500000, 10, 100, 1.081842, 1.715680
23040, 155, 50, 0.500000, 0.500000, 10, 100, 1.085468, 1.719674
23296, 155, 50, 0.500000, 0.500000, 10, 100, 1.082853, 1.716000
23552, 155, 50, 0.500000, 0.500000, 10, 100, 1.089569, 1.722648
23808, 155, 50, 0.500000, 0.500000, 10, 100, 1.085840, 1.722062
24064, 155, 50, 0.500000, 0.500000, 10, 100, 1.078052, 1.712992
24320, 155, 50, 0.500000, 0.500000, 10, 100, 1.084727, 1.721190
24576, 155, 50, 0.500000, 0.500000, 10, 100, 1.086164, 1.722687
24832, 155, 50, 0.500000, 0.500000, 10, 100, 1.081320, 1.715831
25088, 155, 50, 0.500000, 0.500000, 10, 100, 1.081946, 1.716265
25344, 155, 50, 0.500000, 0.500000, 10, 100, 1.079434, 1.713758
25600, 155, 50, 0.500000, 0.500000, 10, 100, 1.079053, 1.713434
25856, 155, 50, 0.500000, 0.500000, 10, 100, 1.080167, 1.715253
26112, 155, 50, 0.500000, 0.500000, 10, 100, 1.081282, 1.716236
26368, 155, 50, 0.500000, 0.500000, 10, 100, 1.074823, 1.707658
26624, 155, 50, 0.500000, 0.500000, 10, 100, 1.080557, 1.714436
26880, 155, 50, 0.500000, 0.500000, 10, 100, 1.073112, 1.710482
27136, 155, 50, 0.500000, 0.500000, 10, 100, 1.083058, 1.717794
27392, 155, 50, 0.500000, 0.500000, 10, 100, 1.082035, 1.715568
27648, 155, 50, 0.500000, 0.500000, 10, 100, 1.082451, 1.715685
27904, 155, 50, 0.500000, 0.500000, 10, 100, 1.081408, 1.715646
28160, 155, 50, 0.500000, 0.500000, 10, 100, 1.081716, 1.716515
28416, 155, 50, 0.500000, 0.500000, 10, 100, 1.085069, 1.720669
28672, 155, 50, 0.500000, 0.500000, 10, 100, 1.079402, 1.714236
28928, 155, 50, 0.500000, 0.500000, 10, 100, 1.077295, 1.710417
29184, 155, 50, 0.500000, 0.500000, 10, 100, 1.076914, 1.713581
29440, 155, 50, 0.500000, 0.500000, 10, 100, 1.084776, 1.719830
29696, 155, 50, 0.500000, 0.500000, 10, 100, 1.086711, 1.724203
29952, 155, 50, 0.500000, 0.500000, 10, 100, 1.091559, 1.728264
30208, 155, 50, 0.500000, 0.500000, 10, 100, 1.090160, 1.725689
30464, 155, 50, 0.500000, 0.500000, 10, 100, 1.080057, 1.713829
30720, 155, 50, 0.500000, 0.500000, 10, 100, 1.072043, 1.704706
30976, 155, 50, 0.500000, 0.500000, 10, 100, 1.074385, 1.707285
31232, 155, 50, 0.500000, 0.500000, 10, 100, 1.081051, 1.715094
31488, 155, 50, 0.500000, 0.500000, 10, 100, 1.083748, 1.719605
31744, 155, 50, 0.500000, 0.500000, 10, 100, 1.076862, 1.710628
32000, 155, 50, 0.500000, 0.500000, 10, 100, 1.080664, 1.718195
32256, 155, 50, 0.500000, 0.500000, 10, 100, 1.081481, 1.717926
32512, 155, 50, 0.500000, 0.500000, 10, 100, 1.080047, 1.713679
32768, 155, 50, 0.500000, 0.500000, 10, 100, 1.075269, 1.710497
33024, 155, 50, 0.500000, 0.500000, 10, 100, 1.072377, 1.707603
33280, 155, 50, 0.500000, 0.500000, 10, 100, 1.081368, 1.712739
33536, 155, 50, 0.500000, 0.500000, 10, 100, 1.070983, 1.702621
33792, 155, 50, 0.500000, 0.500000, 10, 100, 1.075206, 1.707656
34048, 155, 50, 0.500000, 0.500000, 10, 100, 1.083923, 1.719934
34304, 155, 50, 0.500000, 0.500000, 10, 100, 1.080879, 1.716352
34560, 155, 50, 0.500000, 0.500000, 10, 100, 1.075737, 1.709879
34816, 155, 50, 0.500000, 0.500000, 10, 100, 1.078180, 1.712882
35072, 155, 50, 0.500000, 0.500000, 10, 100, 1.083614, 1.715675
35328, 155, 50, 0.500000, 0.500000, 10, 100, 1.085370, 1.719917
35584, 155, 50, 0.500000, 0.500000, 10, 100, 1.075868, 1.709177
35840, 155, 50, 0.500000, 0.500000, 10, 100, 1.072055, 1.706219
36096, 155, 50, 0.500000, 0.500000, 10, 100, 1.073392, 1.704193
36352, 155, 50, 0.500000, 0.500000, 10, 100, 1.070973, 1.704022
36608, 155, 50, 0.500000, 0.500000, 10, 100, 1.083430, 1.717963
36864, 155, 50, 0.500000, 0.500000, 10, 100, 1.078914, 1.714549
37120, 155, 50, 0.500000, 0.500000, 10, 100, 1.085195, 1.721341
37376, 155, 50, 0.500000, 0.500000, 10, 100, 1.089764, 1.724937
37632, 155, 50, 0.500000, 0.500000, 10, 100, 1.077919, 1.709988
37888, 155, 50, 0.500000, 0.500000, 10, 100, 1.077867, 1.710671
38144, 155, 50, 0.500000, 0.500000, 10, 100, 1.084570, 1.716897
38400, 155, 50, 0.500000, 0.500000, 10, 100, 1.079260, 1.713018
38656, 155, 50, 0.500000, 0.500000, 10, 100, 1.082790, 1.717015
38912, 155, 50, 0.500000, 0.500000, 10, 100, 1.081415, 1.716935
39168, 155, 50, 0.500000, 0.500000, 10, 100, 1.075398, 1.708137
39424, 155, 50, 0.500000, 0.500000, 10, 100, 1.083907, 1.718507
39680, 155, 50, 0.500000, 0.500000, 10, 100, 1.074314, 1.709790
39936, 155, 50, 0.500000, 0.500000, 10, 100, 1.088286, 1.724026
40192, 155, 50, 0.500000, 0.500000, 10, 100, 1.081951, 1.715126
40448, 155, 50, 0.500000, 0.500000, 10, 100, 1.069061, 1.700473
40704, 155, 50, 0.500000, 0.500000, 10, 100, 1.083641, 1.718819
40960, 155, 50, 0.500000, 0.500000, 10, 100, 1.070967, 1.703030
41216, 155, 50, 0.500000, 0.500000, 10, 100, 1.082507, 1.717759
41472, 155, 50, 0.500000, 0.500000, 10, 100, 1.081006, 1.715008
41728, 155, 50, 0.500000, 0.500000, 10, 100, 1.073068, 1.706721
41984, 155, 50, 0.500000, 0.500000, 10, 100, 1.077960, 1.712217
42240, 155, 50, 0.500000, 0.500000, 10, 100, 1.066261, 1.702481
42496, 155, 50, 0.500000, 0.500000, 10, 100, 1.070762, 1.704492
42752, 155, 50, 0.500000, 0.500000, 10, 100, 1.075397, 1.707494
43008, 155, 50, 0.500000, 0.500000, 10, 100, 1.080204, 1.715586
43264, 155, 50, 0.500000, 0.500000, 10, 100, 1.087633, 1.723928
43520, 155, 50, 0.500000, 0.500000, 10, 100, 1.081166, 1.715654
43776, 155, 50, 0.500000, 0.500000, 10, 100, 1.076290, 1.712538
44032, 155, 50, 0.500000, 0.500000, 10, 100, 1.071417, 1.705294
44288, 155, 50, 0.500000, 0.500000, 10, 100, 1.080415, 1.716173
44544, 155, 50, 0.500000, 0.500000, 10, 100, 1.078904, 1.712344
44800, 155, 50, 0.500000, 0.500000, 10, 100, 1.085426, 1.721182
45056, 155, 50, 0.500000, 0.500000, 10, 100, 1.084805, 1.720745
45312, 155, 50, 0.500000, 0.500000, 10, 100, 1.072249, 1.705978
45568, 155, 50, 0.500000, 0.500000, 10, 100, 1.082726, 1.719474
45824, 155, 50, 0.500000, 0.500000, 10, 100, 1.077208, 1.709893
46080, 155, 50, 0.500000, 0.500000, 10, 100, 1.073918, 1.708129
46336, 155, 50, 0.500000, 0.500000, 10, 100, 1.069531, 1.705175
46592, 155, 50, 0.500000, 0.500000, 10, 100, 1.075985, 1.711770
46848, 155, 50, 0.500000, 0.500000, 10, 100, 1.079050, 1.715353
47104, 155, 50, 0.500000, 0.500000, 10, 100, 1.075819, 1.709228
47360, 155, 50, 0.500000, 0.500000, 10, 100, 1.077987, 1.712061
47616, 155, 50, 0.500000, 0.500000, 10, 100, 1.074516, 1.709979
47872, 155, 50, 0.500000, 0.500000, 10, 100, 1.072814, 1.705970
48128, 155, 50, 0.500000, 0.500000, 10, 100, 1.082112, 1.713689
48384, 155, 50, 0.500000, 0.500000, 10, 100, 1.072608, 1.705972
48640, 155, 50, 0.500000, 0.500000, 10, 100, 1.080565, 1.715159
48896, 155, 50, 0.500000, 0.500000, 10, 100, 1.067267, 1.703378
49152, 155, 50, 0.500000, 0.500000, 10, 100, 1.081432, 1.713425
49408, 155, 50, 0.500000, 0.500000, 10, 100, 1.072660, 1.706079
49664, 155, 50, 0.500000, 0.500000, 10, 100, 1.079634, 1.712829
49920, 155, 50, 0.500000, 0.500000, 10, 100, 1.070632, 1.704013
50176, 155, 50, 0.500000, 0.500000, 10, 100, 1.082547, 1.718989
50432, 155, 50, 0.500000, 0.500000, 10, 100, 1.075238, 1.709618
50688, 155, 50, 0.500000, 0.500000, 10, 100, 1.072214, 1.707964
50944, 155, 50, 0.500000, 0.500000, 10, 100, 1.075847, 1.709332
51200, 155, 50, 0.500000, 0.500000, 10, 100, 1.070409, 1.704162
