tau,naughty_mean,naughty_tenant_number,state_r,upper_queue_buffer,link_queue_buffer,average_loss
2336, 155, 50, 0.968750, 1, 100, 1.898269
2336, 155, 50, 0.978750, 1, 100, 2.048549
2336, 155, 50, 0.988750, 1, 100, 2.189912
2336, 155, 50, 0.998750, 1, 100, 2.587594
2368, 155, 50, 0.968750, 1, 100, 1.908467
2368, 155, 50, 0.978750, 1, 100, 2.061567
2368, 155, 50, 0.988750, 1, 100, 2.243336
2368, 155, 50, 0.998750, 1, 100, 2.529024
2400, 155, 50, 0.968750, 1, 100, 1.913245
2400, 155, 50, 0.978750, 1, 100, 2.030112
2400, 155, 50, 0.988750, 1, 100, 2.191166
2400, 155, 50, 0.998750, 1, 100, 2.539921
2432, 155, 50, 0.968750, 1, 100, 1.907267
2432, 155, 50, 0.978750, 1, 100, 2.037105
2432, 155, 50, 0.988750, 1, 100, 2.197461
2432, 155, 50, 0.998750, 1, 100, 2.526177
2464, 155, 50, 0.968750, 1, 100, 1.896646
2464, 155, 50, 0.978750, 1, 100, 2.046056
2464, 155, 50, 0.988750, 1, 100, 2.207340
2464, 155, 50, 0.998750, 1, 100, 2.521579
2496, 155, 50, 0.968750, 1, 100, 1.897131
2496, 155, 50, 0.978750, 1, 100, 2.057048
2496, 155, 50, 0.988750, 1, 100, 2.175571
2496, 155, 50, 0.998750, 1, 100, 2.542906
2528, 155, 50, 0.968750, 1, 100, 1.912871
2528, 155, 50, 0.978750, 1, 100, 2.049492
2528, 155, 50, 0.988750, 1, 100, 2.175464
2528, 155, 50, 0.998750, 1, 100, 2.526369
2560, 155, 50, 0.968750, 1, 100, 1.899794
2560, 155, 50, 0.978750, 1, 100, 2.039774
2560, 155, 50, 0.988750, 1, 100, 2.178331
2560, 155, 50, 0.998750, 1, 100, 2.523645
2592, 155, 50, 0.968750, 1, 100, 1.893953
2592, 155, 50, 0.978750, 1, 100, 2.049188
2592, 155, 50, 0.988750, 1, 100, 2.206967
2592, 155, 50, 0.998750, 1, 100, 2.543667
2624, 155, 50, 0.968750, 1, 100, 1.880809
2624, 155, 50, 0.978750, 1, 100, 2.040047
2624, 155, 50, 0.988750, 1, 100, 2.180172
2624, 155, 50, 0.998750, 1, 100, 2.561180
2656, 155, 50, 0.968750, 1, 100, 1.903413
2656, 155, 50, 0.978750, 1, 100, 2.039826
2656, 155, 50, 0.988750, 1, 100, 2.205046
2656, 155, 50, 0.998750, 1, 100, 2.559636
2688, 155, 50, 0.968750, 1, 100, 1.898839
2688, 155, 50, 0.978750, 1, 100, 2.050801
2688, 155, 50, 0.988750, 1, 100, 2.185770
2688, 155, 50, 0.998750, 1, 100, 2.534494
2720, 155, 50, 0.968750, 1, 100, 1.895646
2720, 155, 50, 0.978750, 1, 100, 2.034764
2720, 155, 50, 0.988750, 1, 100, 2.181079
2720, 155, 50, 0.998750, 1, 100, 2.573257
2752, 155, 50, 0.968750, 1, 100, 1.896199
2752, 155, 50, 0.978750, 1, 100, 2.041865
2752, 155, 50, 0.988750, 1, 100, 2.187124
2752, 155, 50, 0.998750, 1, 100, 2.563782
2784, 155, 50, 0.968750, 1, 100, 1.889492
2784, 155, 50, 0.978750, 1, 100, 2.040859
2784, 155, 50, 0.988750, 1, 100, 2.204572
2784, 155, 50, 0.998750, 1, 100, 2.527743
2816, 155, 50, 0.968750, 1, 100, 1.895890
2816, 155, 50, 0.978750, 1, 100, 2.034291
2816, 155, 50, 0.988750, 1, 100, 2.197750
2816, 155, 50, 0.998750, 1, 100, 2.551827
2848, 155, 50, 0.968750, 1, 100, 1.896476
2848, 155, 50, 0.978750, 1, 100, 2.059994
2848, 155, 50, 0.988750, 1, 100, 2.183102
2848, 155, 50, 0.998750, 1, 100, 2.499879
2880, 155, 50, 0.968750, 1, 100, 1.901866
2880, 155, 50, 0.978750, 1, 100, 2.027216
2880, 155, 50, 0.988750, 1, 100, 2.193626
2880, 155, 50, 0.998750, 1, 100, 2.533842
2912, 155, 50, 0.968750, 1, 100, 1.906807
2912, 155, 50, 0.978750, 1, 100, 2.023575
2912, 155, 50, 0.988750, 1, 100, 2.201006
2912, 155, 50, 0.998750, 1, 100, 2.540213
2944, 155, 50, 0.968750, 1, 100, 1.901159
2944, 155, 50, 0.978750, 1, 100, 2.036913
2944, 155, 50, 0.988750, 1, 100, 2.179848
2944, 155, 50, 0.998750, 1, 100, 2.591284
2976, 155, 50, 0.968750, 1, 100, 1.894393
2976, 155, 50, 0.978750, 1, 100, 2.032791
2976, 155, 50, 0.988750, 1, 100, 2.157030
2976, 155, 50, 0.998750, 1, 100, 2.573773
3008, 155, 50, 0.968750, 1, 100, 1.883687
3008, 155, 50, 0.978750, 1, 100, 2.036408
3008, 155, 50, 0.988750, 1, 100, 2.196743
3008, 155, 50, 0.998750, 1, 100, 2.512066
3040, 155, 50, 0.968750, 1, 100, 1.893628
3040, 155, 50, 0.978750, 1, 100, 2.045522
3040, 155, 50, 0.988750, 1, 100, 2.181930
3040, 155, 50, 0.998750, 1, 100, 2.549419
3072, 155, 50, 0.968750, 1, 100, 1.891384
3072, 155, 50, 0.978750, 1, 100, 2.032722
3072, 155, 50, 0.988750, 1, 100, 2.195886
3072, 155, 50, 0.998750, 1, 100, 2.524738
3104, 155, 50, 0.968750, 1, 100, 1.891360
3104, 155, 50, 0.978750, 1, 100, 2.037120
3104, 155, 50, 0.988750, 1, 100, 2.187408
3104, 155, 50, 0.998750, 1, 100, 2.412951
3136, 155, 50, 0.968750, 1, 100, 1.891371
3136, 155, 50, 0.978750, 1, 100, 2.046564
3136, 155, 50, 0.988750, 1, 100, 2.213512
3136, 155, 50, 0.998750, 1, 100, 2.560408
3168, 155, 50, 0.968750, 1, 100, 1.881136
3168, 155, 50, 0.978750, 1, 100, 2.027747
3168, 155, 50, 0.988750, 1, 100, 2.185407
3168, 155, 50, 0.998750, 1, 100, 2.484288
3200, 155, 50, 0.968750, 1, 100, 1.890537
3200, 155, 50, 0.978750, 1, 100, 2.032554
3200, 155, 50, 0.988750, 1, 100, 2.212222
3200, 155, 50, 0.998750, 1, 100, 2.504023
3232, 155, 50, 0.968750, 1, 100, 1.891060
3232, 155, 50, 0.978750, 1, 100, 2.029669
3232, 155, 50, 0.988750, 1, 100, 2.174616
3232, 155, 50, 0.998750, 1, 100, 2.531621
3264, 155, 50, 0.968750, 1, 100, 1.882047
3264, 155, 50, 0.978750, 1, 100, 2.031678
3264, 155, 50, 0.988750, 1, 100, 2.187986
3264, 155, 50, 0.998750, 1, 100, 2.529140
3296, 155, 50, 0.968750, 1, 100, 1.911239
3296, 155, 50, 0.978750, 1, 100, 2.012498
3296, 155, 50, 0.988750, 1, 100, 2.188603
3296, 155, 50, 0.998750, 1, 100, 2.541344
3328, 155, 50, 0.968750, 1, 100, 1.889111
3328, 155, 50, 0.978750, 1, 100, 2.030161
3328, 155, 50, 0.988750, 1, 100, 2.196894
3328, 155, 50, 0.998750, 1, 100, 2.570313
3360, 155, 50, 0.968750, 1, 100, 1.893012
3360, 155, 50, 0.978750, 1, 100, 2.031648
3360, 155, 50, 0.988750, 1, 100, 2.189995
3360, 155, 50, 0.998750, 1, 100, 2.512502
3392, 155, 50, 0.968750, 1, 100, 1.890461
3392, 155, 50, 0.978750, 1, 100, 2.038345
3392, 155, 50, 0.988750, 1, 100, 2.192921
3392, 155, 50, 0.998750, 1, 100, 2.588314
3424, 155, 50, 0.968750, 1, 100, 1.881572
3424, 155, 50, 0.978750, 1, 100, 2.047832
3424, 155, 50, 0.988750, 1, 100, 2.183879
3424, 155, 50, 0.998750, 1, 100, 2.488196
