tau,regular_loss,naughty_loss
3968, 1.323383, 1.196276
4000, 0.270321, 1.613503
4000, 0.796850, 1.217530
4000, 1.025880, 1.120651
4000, 1.322525, 1.197090
4032, 0.278819, 1.598140
4032, 0.758185, 1.255042
4032, 1.042315, 1.132865
4032, 1.335804, 1.210486
4064, 0.265719, 1.607353
4064, 0.754549, 1.234005
4064, 1.058008, 1.154914
4064, 1.343491, 1.216397
4096, 0.277940, 1.604521
4096, 0.623156, 1.364457
4096, 1.046696, 1.137971
4096, 1.347537, 1.231559
4128, 0.322914, 1.570968
4128, 0.731375, 1.274100
4128, 1.035403, 1.136554
4128, 1.343509, 1.222000
4160, 0.288761, 1.586222
4160, 0.685864, 1.278819
4160, 1.044926, 1.148006
4160, 1.309088, 1.177408
4192, 0.258206, 1.623650
4192, 0.721770, 1.271097
4192, 1.039944, 1.140609
4192, 1.329056, 1.202773
4224, 0.272586, 1.585107
4224, 0.693577, 1.310456
4224, 1.030905, 1.136043
4224, 1.345835, 1.230957
4256, 0.262840, 1.614845
4256, 0.662068, 1.329433
4256, 1.035412, 1.131983
4256, 1.329648, 1.215366
4288, 0.253190, 1.626195
4288, 0.779889, 1.229104
4288, 1.022057, 1.130498
4288, 1.342847, 1.225915
4320, 0.248937, 1.626882
4320, 0.663502, 1.318760
4320, 1.033495, 1.143559
4320, 1.346179, 1.221851
4352, 0.246053, 1.642771
4352, 0.608673, 1.382034
4352, 1.024834, 1.138018
4352, 1.324300, 1.205755
4384, 0.257692, 1.641856
4384, 0.489513, 1.450838
4384, 1.030107, 1.142943
4384, 1.345452, 1.223792
4416, 0.268064, 1.614848
4416, 0.604296, 1.365954
4416, 1.035233, 1.147130
4416, 1.340523, 1.225871
4448, 0.257202, 1.604507
4448, 0.708092, 1.284854
4448, 1.028150, 1.154603
4448, 1.316118, 1.196549
4480, 0.278573, 1.594872
4480, 0.549523, 1.425301
4480, 1.025509, 1.152257
4480, 1.289123, 1.179631
4512, 0.275350, 1.605462
4512, 0.515577, 1.449318
4512, 1.021669, 1.148570
4512, 1.323810, 1.209787
4544, 0.252816, 1.626620
4544, 0.653085, 1.311917
4544, 1.023861, 1.141747
4544, 1.277725, 1.162568
4576, 0.266191, 1.610827
4576, 0.471754, 1.504094
4576, 1.036501, 1.166027
4576, 1.341502, 1.208210
4608, 0.260213, 1.601022
4608, 0.563062, 1.415097
4608, 1.014660, 1.138697
4608, 1.330721, 1.211719
4640, 0.251271, 1.633386
4640, 0.437983, 1.500136
4640, 1.013577, 1.139011
4640, 1.332355, 1.215763
4672, 0.262596, 1.615705
4672, 0.576358, 1.400690
4672, 1.010139, 1.146512
4672, 1.305665, 1.202010
4704, 0.234940, 1.632745
4704, 0.649627, 1.348187
4704, 1.023141, 1.169518
4704, 1.314038, 1.194942
4736, 0.251560, 1.615232
4736, 0.473238, 1.489126
4736, 1.034125, 1.169755
4736, 1.332274, 1.203955
4768, 0.256171, 1.607130
4768, 0.680005, 1.303678
4768, 1.007795, 1.175707
4768, 1.328180, 1.209409
4800, 0.260480, 1.601969
4800, 0.466125, 1.476729
4800, 1.003842, 1.148171
4800, 1.318149, 1.200488
4832, 0.253294, 1.621979
4832, 0.538583, 1.439108
4832, 1.005694, 1.165578
4832, 1.340369, 1.223831
4864, 0.270774, 1.614484
4864, 0.348338, 1.598184
4864, 1.013306, 1.174255
4864, 1.333657, 1.214837
4896, 0.281557, 1.595936
4896, 0.458684, 1.502913
4896, 0.997998, 1.153576
4896, 1.349660, 1.231842
4928, 0.237430, 1.646918
4928, 0.450971, 1.498556
4928, 1.003851, 1.167036
4928, 1.350712, 1.227018
4960, 0.272326, 1.603369
