6802721, 1
13605442, 1
20408163, 1
27210884, 1
34013605, 1
40816326, 1
47619047, 1
54421768, 1
61224489, 1
68027210, 1
74829931, 1
81632652, 1
88435373, 1
95238094, 1
102040815, 1
108843536, 1
115646257, 1
122448978, 1
129251699, 1
136054420, 1
142857141, 1
149659862, 1
156462583, 1
163265304, 1
170068025, 1
176870746, 1
183673467, 1
190476188, 1
197278909, 1
204081630, 1
210884351, 1
217687072, 1
224489793, 1
231292514, 1
238095235, 1
244897956, 1
251700677, 1
258503398, 1
265306119, 1
272108840, 1
278911561, 1
285714282, 1
292517003, 1
299319724, 1
306122445, 1
312925166, 1
319727887, 1
326530608, 1
333333329, 1
340136050, 1
346938771, 1
353741492, 1
360544213, 1
367346934, 1
374149655, 1
380952376, 1
387755097, 1
394557818, 1
401360539, 1
408163260, 1
414965981, 1
421768702, 1
428571423, 1
435374144, 1
442176865, 1
448979586, 1
455782307, 1
462585028, 1
469387749, 1
476190470, 1
482993191, 1
489795912, 1
496598633, 1
503401354, 1
510204075, 1
517006796, 1
523809517, 1
530612238, 1
537414959, 1
544217680, 1
551020401, 1
557823122, 1
564625843, 1
571428564, 1
578231285, 1
585034006, 1
591836727, 1
598639448, 1
605442169, 1
612244890, 1
619047611, 1
625850332, 1
632653053, 1
639455774, 1
646258495, 1
653061216, 1
659863937, 1
666666658, 1
673469379, 1
680272100, 1
687074821, 1
693877542, 1
700680263, 1
707482984, 1
714285705, 1
721088426, 1
727891147, 1
734693868, 1
741496589, 1
748299310, 1
755102031, 1
761904752, 1
768707473, 1
775510194, 1
782312915, 1
789115636, 1
795918357, 1
802721078, 1
809523799, 1
816326520, 1
823129241, 1
829931962, 1
836734683, 1
843537404, 1
850340125, 1
857142846, 1
863945567, 1
870748288, 1
877551009, 1
884353730, 1
891156451, 1
897959172, 1
904761893, 1
911564614, 1
918367335, 1
925170056, 1
931972777, 1
938775498, 1
945578219, 1
952380940, 1
959183661, 1
965986382, 1
972789103, 1
979591824, 1
986394545, 1
993197266, 1
999999987, 1
1006802708, 1
1013338655, 1
1019874602, 1
1026410549, 1
1032946496, 1
1039482443, 1
1046018390, 1
1052554337, 1
1059090284, 1
1065626231, 1
1072162178, 1
1078698125, 1
1085234072, 1
1091770019, 1
1098305966, 1
1104841913, 1
1111377860, 1
1117913807, 1
1124449754, 1
1130985701, 1
1137521648, 1
1144057595, 1
1150593542, 1
1157129489, 1
1163665436, 1
1170201383, 1
1176737330, 1
1183273277, 1
1189809224, 1
1196345171, 1
1202881118, 1
1209417065, 1
1215953012, 1
1222488959, 1
1229024906, 1
1235560853, 1
1242096800, 1
1248632747, 1
1255168694, 1
1261704641, 1
1268240588, 1
1274776535, 1
1281312482, 1
1287848429, 1
1294384376, 1
1300920323, 1
1307456270, 1
1313992217, 1
1320528164, 1
1327064111, 1
1333600058, 1
1340136005, 1
1346671952, 1
1353207899, 1
1359743846, 1
1366279793, 1
1372815740, 1
1379351687, 1
1385887634, 1
1392423581, 1
1398959528, 1
1405495475, 1
1412031422, 1
1418567369, 1
1425103316, 1
1431639263, 1
1438175210, 1
1444711157, 1
1451247104, 1
1457783051, 1
1464318998, 1
1470854945, 1
1477390892, 1
1483926839, 1
1490462786, 1
1496998733, 1
1503534680, 1
1510070627, 1
1516606574, 1
1523142521, 1
1529678468, 1
1536214415, 1
1542750362, 1
1549286309, 1
1555822256, 1
1562358203, 1
1568894150, 1
1575430097, 1
1581966044, 1
1588501991, 1
1595037938, 1
1601573885, 1
1608109832, 1
1614645779, 1
1621181726, 1
1627717673, 1
1634253620, 1
1640789567, 1
1647325514, 1
1653861461, 1
1660397408, 1
1666933355, 1
1673469302, 1
1680005249, 1
1686541196, 1
1693077143, 1
1699613090, 1
1706149037, 1
1712684984, 1
1719220931, 1
1725756878, 1
1732292825, 1
1738828772, 1
1745364719, 1
1751900666, 1
1758436613, 1
1764972560, 1
1771508507, 1
1778044454, 1
1784580401, 1
1791116348, 1
1797652295, 1
1804188242, 1
1810724189, 1
1817260136, 1
1823796083, 1
1830332030, 1
1836867977, 1
1843403924, 1
1849939871, 1
1856475818, 1
1863011765, 1
1869547712, 1
1876083659, 1
1882619606, 1
1889155553, 1
1895691500, 1
1902227447, 1
1908763394, 1
1915299341, 1
1921835288, 1
1928371235, 1
1934907182, 1
1941443129, 1
1947979076, 1
1954515023, 1
1961050970, 1
1967586917, 1
1974122864, 1
1980658811, 1
1987194758, 1
1993730705, 1
2000266652, 1
2006802599, 1
2013338546, 1
2022267117, 1
2031195688, 1
2040124259, 1
2049052830, 1
2057981401, 1
2066909972, 1
2075838543, 1
2084767114, 1
2093695685, 1
2102624256, 1
2111552827, 1
2120481398, 1
2129409969, 1
2138338540, 1
2147267111, 1
2156195682, 1
2165124253, 1
2174052824, 1
2182981395, 1
2191909966, 1
2200838537, 1
2209767108, 1
2218695679, 1
2227624250, 1
2236552821, 1
2245481392, 1
2254409963, 1
2263338534, 1
2272267105, 1
2281195676, 1
2290124247, 1
2299052818, 1
2307981389, 1
2316909960, 1
2325838531, 1
2334767102, 1
2343695673, 1
2352624244, 1
2361552815, 1
2370481386, 1
2379409957, 1
2388338528, 1
