512, 0.122329, 0.144185
1536, 0.049588, 0.067594
2560, 0.046239, 0.073953
3584, 0.041904, 0.095344
4608, 0.024657, 0.062938
5632, 0.016657, 0.049571
6656, 0.014131, 0.051277
7680, 0.014783, 0.062260
8704, 0.018369, 0.093410
9728, 0.013124, 0.071021
10752, 0.008860, 0.051416
11776, 0.012589, 0.079446
12800, 0.009855, 0.062799
13824, 0.007962, 0.050930
14848, 0.008328, 0.055501
15872, 0.009010, 0.064251
16896, 0.005072, 0.034801
17920, 0.007699, 0.060004
18944, 0.007082, 0.051284
19968, 0.008940, 0.073315
20992, 0.015206, 0.151304
22016, 0.005635, 0.044764
23040, 0.005713, 0.049128
24064, 0.009807, 0.098072
25088, 0.011095, 0.114164
26112, 0.004150, 0.037223
27136, 0.009389, 0.106420
28160, 0.005475, 0.055656
29184, 0.008737, 0.095857
30208, 0.008380, 0.088360
31232, 0.007652, 0.082105
32256, 0.008206, 0.091438
33280, 0.006368, 0.065444
34304, 0.007486, 0.085738
35328, 0.008284, 0.096493
36352, 0.005171, 0.056580
37376, 0.006355, 0.070193
38400, 0.008337, 0.101667
39424, 0.007180, 0.084927
40448, 0.007052, 0.087460
41472, 0.004521, 0.049865
42496, 0.010851, 0.153133
43520, 0.007710, 0.099572
44544, 0.006686, 0.085314
45568, 0.004552, 0.053210
46592, 0.005233, 0.061028
47616, 0.008093, 0.108750
48640, 0.006762, 0.083454
49664, 0.006738, 0.086564
50688, 0.005445, 0.065705
51712, 0.008402, 0.115090
52736, 0.006123, 0.079609
53760, 0.004081, 0.048401
54784, 0.008543, 0.123269
55808, 0.005630, 0.070338
56832, 0.004942, 0.064724
57856, 0.006596, 0.085049
58880, 0.005593, 0.076019
59904, 0.009511, 0.131442
60928, 0.005754, 0.072134
61952, 0.008024, 0.108147
62976, 0.005428, 0.070858
64000, 0.005654, 0.072447
65024, 0.004563, 0.057057
66048, 0.005601, 0.075825
67072, 0.004334, 0.054756
68096, 0.006931, 0.097159
69120, 0.004599, 0.057677
70144, 0.004696, 0.058853
71168, 0.005643, 0.073402
72192, 0.005681, 0.079184
73216, 0.005222, 0.070327
74240, 0.007307, 0.107609
75264, 0.005441, 0.075552
76288, 0.005022, 0.065542
77312, 0.005879, 0.079483
78336, 0.004134, 0.050888
79360, 0.009617, 0.141693
80384, 0.007665, 0.113891
81408, 0.008387, 0.125751
82432, 0.006183, 0.084825
83456, 0.005583, 0.074409
84480, 0.006917, 0.099113
85504, 0.008054, 0.123370
86528, 0.005510, 0.080332
87552, 0.006592, 0.092628
88576, 0.006125, 0.085084
89600, 0.011408, 0.188826
90624, 0.004914, 0.062969
91648, 0.004158, 0.053764
92672, 0.004343, 0.054726
93696, 0.004264, 0.056384
94720, 0.004168, 0.054073
95744, 0.005017, 0.070850
96768, 0.009044, 0.139300
97792, 0.006134, 0.084286
98816, 0.005103, 0.070301
99840, 0.006702, 0.093619
