30208, 150, 250, 80, 0.000423, 0.000644
29184, 150, 250, 80, 0.000346, 0.000478
28160, 150, 250, 80, 0.000565, 0.000662
27136, 150, 250, 80, 0.000781, 0.000763
26112, 150, 250, 80, 0.001013, 0.000824
25088, 150, 250, 80, 0.000911, 0.000800
24064, 150, 250, 80, 0.001167, 0.000929
23040, 150, 250, 80, 0.000268, 0.000483
22016, 150, 250, 80, 0.000496, 0.000644
20992, 150, 250, 80, 0.000492, 0.000683
19968, 150, 250, 80, 0.001114, 0.000878
18944, 150, 250, 80, 0.001074, 0.000937
17920, 150, 250, 80, 0.000822, 0.000822
16896, 150, 250, 80, 0.000874, 0.000732
15872, 150, 250, 80, 0.001269, 0.000974
30208, 140, 250, 80, 0.000053, 0.000307
29184, 140, 250, 80, 0.000069, 0.000358
28160, 140, 250, 80, 0.000114, 0.000560
27136, 140, 250, 80, 0.000069, 0.000354
26112, 140, 250, 80, 0.000073, 0.000450
25088, 140, 250, 80, 0.000069, 0.000375
24064, 140, 250, 80, 0.000081, 0.000341
23040, 140, 250, 80, 0.000057, 0.000399
22016, 140, 250, 80, 0.000073, 0.000433
20992, 140, 250, 80, 0.000142, 0.000448
19968, 140, 250, 80, 0.000065, 0.000368
18944, 140, 250, 80, 0.000179, 0.000454
17920, 140, 250, 80, 0.000268, 0.000479
16896, 140, 250, 80, 0.000094, 0.000336
15872, 140, 250, 80, 0.000057, 0.000257
30208, 130, 250, 80, 0.000004, 0.000136
29184, 130, 250, 80, 0.000004, 0.000122
28160, 130, 250, 80, 0.000008, 0.000124
27136, 130, 250, 80, 0.000008, 0.000146
26112, 130, 250, 80, 0.000000, 0.000147
25088, 130, 250, 80, 0.000000, 0.000147
24064, 130, 250, 80, 0.000004, 0.000104
23040, 130, 250, 80, 0.000000, 0.000141
22016, 130, 250, 80, 0.000004, 0.000096
20992, 130, 250, 80, 0.000000, 0.000143
19968, 130, 250, 80, 0.000000, 0.000130
18944, 130, 250, 80, 0.000004, 0.000145
17920, 130, 250, 80, 0.000000, 0.000135
16896, 130, 250, 80, 0.000000, 0.000124
15872, 130, 250, 80, 0.000000, 0.000128
30208, 150, 200, 80, 0.000899, 0.001119
29184, 150, 200, 80, 0.003428, 0.002354
28160, 150, 200, 80, 0.001310, 0.001234
27136, 150, 200, 80, 0.001196, 0.001242
26112, 150, 200, 80, 0.001586, 0.001309
25088, 150, 200, 80, 0.001322, 0.001220
24064, 150, 200, 80, 0.002485, 0.001754
23040, 150, 200, 80, 0.001720, 0.001298
22016, 150, 200, 80, 0.001326, 0.001203
20992, 150, 200, 80, 0.001273, 0.001234
19968, 150, 200, 80, 0.001757, 0.001290
18944, 150, 200, 80, 0.000838, 0.000889
17920, 150, 200, 80, 0.002778, 0.001719
16896, 150, 200, 80, 0.001029, 0.001028
15872, 150, 200, 80, 0.002025, 0.001394
30208, 140, 200, 80, 0.000240, 0.000592
29184, 140, 200, 80, 0.000268, 0.000608
28160, 140, 200, 80, 0.000289, 0.000611
27136, 140, 200, 80, 0.000370, 0.000686
26112, 140, 200, 80, 0.000622, 0.000817
25088, 140, 200, 80, 0.000504, 0.000761
24064, 140, 200, 80, 0.000687, 0.000948
23040, 140, 200, 80, 0.000769, 0.000935
22016, 140, 200, 80, 0.000232, 0.000514
20992, 140, 200, 80, 0.000301, 0.000658
19968, 140, 200, 80, 0.000634, 0.000764
18944, 140, 200, 80, 0.000382, 0.000600
17920, 140, 200, 80, 0.000480, 0.000746
16896, 140, 200, 80, 0.000899, 0.000936
15872, 140, 200, 80, 0.000549, 0.000704
30208, 130, 200, 80, 0.000191, 0.000354
29184, 130, 200, 80, 0.000183, 0.000390
28160, 130, 200, 80, 0.000138, 0.000328
27136, 130, 200, 80, 0.000191, 0.000355
26112, 130, 200, 80, 0.000183, 0.000389
25088, 130, 200, 80, 0.000146, 0.000375
24064, 130, 200, 80, 0.000122, 0.000286
23040, 130, 200, 80, 0.000110, 0.000332
22016, 130, 200, 80, 0.000142, 0.000283
20992, 130, 200, 80, 0.000224, 0.000391
19968, 130, 200, 80, 0.000167, 0.000356
18944, 130, 200, 80, 0.000171, 0.000411
17920, 130, 200, 80, 0.000175, 0.000294
16896, 130, 200, 80, 0.000163, 0.000326
15872, 130, 200, 80, 0.000240, 0.000388
30208, 150, 150, 80, 0.003701, 0.002782
29184, 150, 150, 80, 0.004384, 0.003161
28160, 150, 150, 80, 0.003372, 0.002493
27136, 150, 150, 80, 0.001570, 0.001476
26112, 150, 150, 80, 0.002278, 0.001862
25088, 150, 150, 80, 0.003075, 0.002207
24064, 150, 150, 80, 0.002839, 0.002070
23040, 150, 150, 80, 0.002957, 0.002097
22016, 150, 150, 80, 0.004230, 0.002751
20992, 150, 150, 80, 0.001952, 0.001411
19968, 150, 150, 80, 0.004807, 0.002974
18944, 150, 150, 80, 0.003717, 0.002117
17920, 150, 150, 80, 0.003563, 0.002119
16896, 150, 150, 80, 0.002530, 0.001680
15872, 150, 150, 80, 0.005076, 0.003018
30208, 140, 150, 80, 0.001602, 0.001316
29184, 140, 150, 80, 0.001887, 0.001532
28160, 140, 150, 80, 0.002745, 0.002150
27136, 140, 150, 80, 0.001131, 0.001085
26112, 140, 150, 80, 0.001810, 0.001443
25088, 140, 150, 80, 0.001220, 0.001070
24064, 140, 150, 80, 0.002107, 0.001581
23040, 140, 150, 80, 0.001981, 0.001614
22016, 140, 150, 80, 0.002696, 0.001983
20992, 140, 150, 80, 0.001037, 0.000924
19968, 140, 150, 80, 0.001944, 0.001363
18944, 140, 150, 80, 0.002505, 0.001683
17920, 140, 150, 80, 0.002298, 0.001587
16896, 140, 150, 80, 0.002875, 0.001798
15872, 140, 150, 80, 0.002619, 0.001634
30208, 130, 150, 80, 0.000541, 0.000864
29184, 130, 150, 80, 0.000683, 0.000837
28160, 130, 150, 80, 0.000549, 0.000740
27136, 130, 150, 80, 0.000447, 0.000732
26112, 130, 150, 80, 0.000602, 0.000742
25088, 130, 150, 80, 0.000740, 0.000843
24064, 130, 150, 80, 0.000553, 0.000734
23040, 130, 150, 80, 0.000419, 0.000595
22016, 130, 150, 80, 0.000598, 0.000816
20992, 130, 150, 80, 0.000565, 0.000815
19968, 130, 150, 80, 0.000553, 0.000736
18944, 130, 150, 80, 0.000634, 0.000694
17920, 130, 150, 80, 0.000736, 0.000814
16896, 130, 150, 80, 0.000610, 0.000726
15872, 130, 150, 80, 0.000748, 0.000783
30208, 150, 100, 80, 0.008418, 0.005845
29184, 150, 100, 80, 0.007816, 0.005339
28160, 150, 100, 80, 0.006543, 0.004198
27136, 150, 100, 80, 0.008544, 0.005390
26112, 150, 100, 80, 0.007328, 0.004176
25088, 150, 100, 80, 0.005856, 0.003121
24064, 150, 100, 80, 0.006332, 0.003649
23040, 150, 100, 80, 0.010871, 0.006321
22016, 150, 100, 80, 0.010013, 0.005557
20992, 150, 100, 80, 0.013412, 0.007565
19968, 150, 100, 80, 0.006958, 0.003541
18944, 150, 100, 80, 0.008609, 0.003928
17920, 150, 100, 80, 0.009781, 0.004943
16896, 150, 100, 80, 0.007796, 0.003435
15872, 150, 100, 80, 0.008317, 0.003844
