tau,naughty_mean,naughty_tenant_number,state_r,upper_queue_buffer,link_queue_buffer,average_loss
7488, 155, 50, 0.987500, 1, 100, 1.713991
7520, 155, 50, 0.987500, 1, 100, 1.719048
7552, 155, 50, 0.987500, 1, 100, 1.721836
7584, 155, 50, 0.987500, 1, 100, 1.717331
7616, 155, 50, 0.987500, 1, 100, 1.718927
7648, 155, 50, 0.987500, 1, 100, 1.718595
7680, 155, 50, 0.987500, 1, 100, 1.718706
7712, 155, 50, 0.987500, 1, 100, 1.726939
7744, 155, 50, 0.987500, 1, 100, 1.720329
7776, 155, 50, 0.987500, 1, 100, 1.719450
7808, 155, 50, 0.987500, 1, 100, 1.723249
7840, 155, 50, 0.987500, 1, 100, 1.721994
7872, 155, 50, 0.987500, 1, 100, 1.717131
7904, 155, 50, 0.987500, 1, 100, 1.721608
7936, 155, 50, 0.987500, 1, 100, 1.713864
7968, 155, 50, 0.987500, 1, 100, 1.719989
8000, 155, 50, 0.987500, 1, 100, 1.716836
8032, 155, 50, 0.987500, 1, 100, 1.713275
8064, 155, 50, 0.987500, 1, 100, 1.720049
8096, 155, 50, 0.987500, 1, 100, 1.718167
8128, 155, 50, 0.987500, 1, 100, 1.716570
8160, 155, 50, 0.987500, 1, 100, 1.714999
8192, 155, 50, 0.987500, 1, 100, 1.719931
8224, 155, 50, 0.987500, 1, 100, 1.717073
8256, 155, 50, 0.987500, 1, 100, 1.714137
8288, 155, 50, 0.987500, 1, 100, 1.715140
8320, 155, 50, 0.987500, 1, 100, 1.717633
8352, 155, 50, 0.987500, 1, 100, 1.717141
8384, 155, 50, 0.987500, 1, 100, 1.717301
8416, 155, 50, 0.987500, 1, 100, 1.712712
8448, 155, 50, 0.987500, 1, 100, 1.713770
8480, 155, 50, 0.987500, 1, 100, 1.720194
8512, 155, 50, 0.987500, 1, 100, 1.713051
8544, 155, 50, 0.987500, 1, 100, 1.718776
8576, 155, 50, 0.987500, 1, 100, 1.720014
8608, 155, 50, 0.987500, 1, 100, 1.717393
8640, 155, 50, 0.987500, 1, 100, 1.719048
8672, 155, 50, 0.987500, 1, 100, 1.719542
8704, 155, 50, 0.987500, 1, 100, 1.715794
8736, 155, 50, 0.987500, 1, 100, 1.719416
8768, 155, 50, 0.987500, 1, 100, 1.719117
8800, 155, 50, 0.987500, 1, 100, 1.722793
8832, 155, 50, 0.987500, 1, 100, 1.721783
8864, 155, 50, 0.987500, 1, 100, 1.716209
8896, 155, 50, 0.987500, 1, 100, 1.714968
8928, 155, 50, 0.987500, 1, 100, 1.717749
8960, 155, 50, 0.987500, 1, 100, 1.717081
8992, 155, 50, 0.987500, 1, 100, 1.715021
9024, 155, 50, 0.987500, 1, 100, 1.714642
9056, 155, 50, 0.987500, 1, 100, 1.715633
9088, 155, 50, 0.987500, 1, 100, 1.718633
9120, 155, 50, 0.987500, 1, 100, 1.719500
9152, 155, 50, 0.987500, 1, 100, 1.715662
9184, 155, 50, 0.987500, 1, 100, 1.720220
9216, 155, 50, 0.987500, 1, 100, 1.712297
9248, 155, 50, 0.987500, 1, 100, 1.715700
9280, 155, 50, 0.987500, 1, 100, 1.717388
9312, 155, 50, 0.987500, 1, 100, 1.719129
9344, 155, 50, 0.987500, 1, 100, 1.718790
9376, 155, 50, 0.987500, 1, 100, 1.716969
